Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
3.0,100.4,79.0,6.0,7.0,207.2,Normal Weight,M,26,6.0
2.0,100.0,86.0,5.0,6.0,147.7,Normal Weight,F,63,9.0
9.0,104.2,91.0,5.0,9.0,176.4,Overweight,M,24,31.0
17.0,104.4,104.0,5.0,3.0,132.3,Normal Weight,F,24,99.0
22.0,104.7,108.0,4.0,10.0,112.4,Normal Weight,F,64,156.0
16.0,105.1,90.0,5.0,7.0,156.5,Normal Weight,M,26,51.0
11.0,103.6,85.0,5.0,11.0,180.8,Overweight,M,35,34.0
12.0,104.2,97.0,6.0,4.0,200.6,Normal Weight,M,20,53.0
12.0,103.6,89.0,5.0,7.0,152.1,Normal Weight,F,43,53.0
5.0,102.9,89.0,5.0,11.0,176.4,Normal Weight,M,30,17.0
19.0,104.5,106.0,5.0,8.0,167.6,Overweight,M,20,103.0
15.0,104.7,99.0,6.0,3.0,207.2,Overweight,M,64,103.0
14.0,104.4,91.0,5.0,11.0,156.5,Normal Weight,F,48,66.0
9.0,103.5,94.0,6.0,4.0,213.8,Overweight,M,31,41.0
11.0,102.9,93.0,6.0,5.0,209.4,Normal Weight,M,35,51.0
19.0,104.4,105.0,6.0,11.0,255.7,Overweight,M,28,124.0
12.0,103.8,93.0,5.0,3.0,141.1,Normal Weight,M,68,66.0
7.0,103.1,92.0,6.0,2.0,200.6,Overweight,M,26,27.0
8.0,103.1,94.0,5.0,5.0,138.9,Normal Weight,F,42,40.0
29.0,105.6,115.0,5.0,1.0,123.5,Normal Weight,F,49,218.0
12.0,104.0,93.0,5.0,8.0,165.3,Overweight,F,44,58.0
22.0,105.6,106.0,5.0,2.0,132.3,Normal Weight,F,45,141.0
8.0,102.9,86.0,5.0,5.0,136.7,Normal Weight,F,43,34.0
3.0,101.3,83.0,6.0,5.0,202.8,Normal Weight,M,25,8.0
8.0,102.9,94.0,5.0,3.0,136.7,Normal Weight,F,29,39.0
12.0,104.2,100.0,5.0,7.0,152.1,Normal Weight,M,20,52.0
18.0,104.7,100.0,5.0,11.0,189.6,Overweight,M,66,125.0
18.0,105.1,105.0,5.0,6.0,138.9,Normal Weight,F,26,107.0
26.0,106.0,104.0,5.0,6.0,152.1,Normal Weight,F,36,154.0
27.0,105.8,109.0,5.0,4.0,130.1,Normal Weight,F,24,173.0
29.0,105.4,92.0,6.0,1.0,198.4,Overweight,M,49,145.0
4.0,101.8,75.0,6.0,2.0,194.0,Normal Weight,M,32,6.0
22.0,105.3,113.0,5.0,10.0,187.4,Overweight,M,23,150.0
12.0,103.6,92.0,6.0,6.0,218.3,Overweight,M,25,49.0
29.0,105.6,99.0,5.0,5.0,134.5,Normal Weight,F,29,156.0
1.0,101.3,77.0,5.0,8.0,147.7,Normal Weight,F,41,3.0
2.0,100.8,75.0,5.0,4.0,134.5,Normal Weight,F,25,5.0
20.0,105.4,94.0,5.0,1.0,123.5,Normal Weight,F,38,101.0
13.0,103.8,90.0,5.0,5.0,141.1,Normal Weight,F,63,65.0
6.0,101.8,83.0,5.0,11.0,167.6,Normal Weight,F,36,22.0
8.0,103.1,92.0,6.0,1.0,202.8,Overweight,M,35,35.0
23.0,105.3,102.0,5.0,3.0,136.7,Normal Weight,F,37,134.0
17.0,104.5,97.0,5.0,2.0,132.3,Normal Weight,F,73,101.0
9.0,102.9,87.0,5.0,3.0,127.9,Normal Weight,F,22,36.0
17.0,104.2,102.0,5.0,9.0,163.1,Normal Weight,F,40,97.0
18.0,104.9,95.0,5.0,6.0,136.7,Normal Weight,F,46,94.0
7.0,103.3,82.0,6.0,1.0,191.8,Overweight,M,71,31.0
13.0,104.5,90.0,4.0,9.0,116.8,Normal Weight,F,67,68.0
10.0,104.0,91.0,5.0,2.0,116.8,Normal Weight,F,31,47.0
30.0,105.4,110.0,4.0,9.0,110.2,Normal Weight,F,73,225.0
12.0,103.8,95.0,5.0,4.0,145.5,Normal Weight,F,43,62.0
15.0,104.0,89.0,5.0,10.0,165.3,Normal Weight,F,72,73.0
6.0,102.6,87.0,5.0,7.0,152.1,Normal Weight,F,20,23.0
22.0,105.1,98.0,5.0,5.0,136.7,Normal Weight,F,21,113.0
10.0,103.8,85.0,5.0,7.0,160.9,Overweight,F,26,37.0
15.0,104.2,94.0,5.0,4.0,145.5,Normal Weight,F,28,71.0
11.0,103.8,90.0,5.0,1.0,123.5,Normal Weight,F,63,56.0
1.0,99.9,78.0,5.0,10.0,178.6,Overweight,M,29,2.0
15.0,104.4,90.0,6.0,1.0,209.4,Overweight,M,78,93.0
18.0,105.3,97.0,5.0,5.0,152.1,Overweight,F,62,102.0
26.0,105.4,108.0,5.0,7.0,145.5,Normal Weight,F,67,181.0
13.0,104.2,99.0,5.0,8.0,156.5,Normal Weight,M,20,55.0
4.0,102.2,86.0,5.0,9.0,163.1,Normal Weight,F,71,18.0
7.0,103.3,84.0,6.0,1.0,209.4,Overweight,M,45,26.0
23.0,106.2,108.0,6.0,7.0,240.3,Overweight,M,38,168.0
14.0,104.4,94.0,5.0,7.0,147.7,Normal Weight,F,30,67.0
29.0,106.0,114.0,5.0,10.0,169.8,Normal Weight,M,25,200.0
10.0,102.7,87.0,5.0,9.0,160.9,Normal Weight,F,31,40.0
29.0,105.6,107.0,6.0,9.0,242.5,Overweight,M,33,201.0
15.0,104.9,102.0,5.0,3.0,136.7,Normal Weight,F,64,95.0
16.0,104.7,92.0,6.0,2.0,191.8,Normal Weight,M,23,59.0
1.0,99.7,86.0,6.0,0.0,174.2,Normal Weight,M,28,3.0
30.0,105.3,105.0,5.0,6.0,149.9,Normal Weight,F,34,180.0
16.0,104.0,81.0,5.0,5.0,134.5,Normal Weight,F,24,54.0
10.0,103.8,89.0,6.0,2.0,200.6,Overweight,M,29,36.0
22.0,104.4,95.0,4.0,11.0,112.4,Normal Weight,F,41,117.0
22.0,104.7,101.0,6.0,1.0,196.2,Overweight,M,21,110.0
10.0,103.8,96.0,5.0,8.0,152.1,Normal Weight,F,50,53.0
26.0,105.8,106.0,6.0,1.0,174.2,Normal Weight,M,52,183.0
4.0,101.5,87.0,5.0,3.0,136.7,Normal Weight,F,34,17.0
2.0,100.6,79.0,5.0,7.0,154.3,Normal Weight,F,56,7.0
10.0,104.0,88.0,6.0,4.0,224.9,Overweight,M,55,50.0
10.0,104.4,85.0,5.0,10.0,169.8,Normal Weight,M,32,29.0
13.0,104.5,89.0,6.0,3.0,205.0,Overweight,M,26,46.0
3.0,100.8,80.0,5.0,8.0,154.3,Normal Weight,F,49,11.0
19.0,104.9,103.0,5.0,7.0,145.5,Normal Weight,F,63,120.0
12.0,103.8,100.0,6.0,0.0,180.8,Normal Weight,M,57,77.0
9.0,104.0,88.0,5.0,10.0,156.5,Normal Weight,F,54,41.0
26.0,105.3,103.0,6.0,8.0,231.5,Overweight,M,36,166.0
4.0,101.8,87.0,4.0,11.0,116.8,Normal Weight,F,24,16.0
19.0,104.9,105.0,6.0,8.0,231.5,Overweight,M,64,152.0
27.0,105.4,104.0,5.0,5.0,130.1,Normal Weight,F,49,170.0
2.0,100.4,77.0,5.0,7.0,169.8,Overweight,M,27,3.0
9.0,103.8,86.0,6.0,2.0,213.8,Overweight,M,71,48.0
19.0,104.7,101.0,5.0,12.0,185.2,Overweight,M,29,100.0
24.0,106.0,96.0,5.0,10.0,165.3,Normal Weight,F,78,138.0
26.0,105.3,105.0,6.0,0.0,200.6,Overweight,M,61,197.0
25.0,105.6,99.0,5.0,9.0,185.2,Overweight,M,76,181.0
15.0,104.5,101.0,5.0,7.0,149.9,Normal Weight,F,29,82.0
21.0,104.5,107.0,6.0,5.0,213.8,Overweight,M,46,153.0
10.0,104.0,93.0,5.0,3.0,134.5,Normal Weight,F,45,50.0
4.0,102.4,85.0,6.0,2.0,189.6,Normal Weight,M,29,12.0
14.0,104.4,93.0,5.0,10.0,165.3,Normal Weight,F,71,74.0
12.0,104.4,92.0,5.0,4.0,145.5,Overweight,F,77,65.0
8.0,103.5,97.0,5.0,4.0,152.1,Overweight,F,74,47.0
5.0,102.0,88.0,4.0,11.0,119.0,Normal Weight,F,52,24.0
3.0,101.7,83.0,5.0,9.0,149.9,Normal Weight,F,28,11.0
25.0,104.9,105.0,5.0,6.0,143.3,Normal Weight,F,55,161.0
5.0,102.6,86.0,5.0,8.0,167.6,Overweight,M,21,12.0
6.0,103.3,84.0,6.0,3.0,200.6,Overweight,M,23,15.0
25.0,105.1,109.0,5.0,8.0,143.3,Normal Weight,F,22,157.0
21.0,104.5,102.0,5.0,11.0,183.0,Overweight,M,21,105.0
27.0,104.7,107.0,5.0,10.0,200.6,Overweight,M,79,236.0
2.0,100.9,80.0,6.0,4.0,200.6,Normal Weight,M,59,7.0
16.0,104.2,101.0,6.0,6.0,229.3,Overweight,M,45,104.0
4.0,101.7,80.0,5.0,2.0,108.0,Normal Weight,F,33,14.0
26.0,104.9,114.0,5.0,1.0,121.3,Normal Weight,F,24,181.0
26.0,104.9,103.0,6.0,2.0,187.4,Normal Weight,M,37,156.0
7.0,103.1,79.0,5.0,10.0,163.1,Normal Weight,M,26,11.0
16.0,104.2,95.0,6.0,7.0,222.7,Obese,M,49,91.0
11.0,103.1,96.0,6.0,1.0,191.8,Overweight,M,37,55.0
16.0,104.5,99.0,6.0,6.0,222.7,Overweight,M,50,102.0
16.0,104.2,94.0,5.0,1.0,125.7,Normal Weight,F,53,85.0
24.0,104.9,104.0,5.0,10.0,174.2,Overweight,M,45,153.0
22.0,105.1,106.0,5.0,5.0,125.7,Normal Weight,F,44,142.0
19.0,105.3,98.0,5.0,6.0,149.9,Normal Weight,F,38,101.0
23.0,104.9,104.0,4.0,11.0,114.6,Normal Weight,F,31,140.0
16.0,104.5,96.0,5.0,8.0,163.1,Normal Weight,M,66,97.0
14.0,103.8,89.0,5.0,5.0,134.5,Normal Weight,F,38,63.0
28.0,106.0,107.0,5.0,5.0,132.3,Normal Weight,F,26,174.0
29.0,105.4,106.0,6.0,6.0,211.6,Normal Weight,M,45,205.0
24.0,105.3,101.0,6.0,2.0,189.6,Normal Weight,M,32,131.0
2.0,100.8,86.0,5.0,8.0,165.3,Overweight,M,27,5.0
14.0,104.0,107.0,5.0,11.0,191.8,Overweight,M,51,102.0
12.0,104.2,90.0,5.0,9.0,169.8,Overweight,M,35,45.0
18.0,105.1,112.0,6.0,6.0,218.3,Overweight,M,54,152.0
29.0,105.6,112.0,5.0,1.0,121.3,Normal Weight,F,21,195.0
12.0,104.5,95.0,5.0,2.0,127.9,Normal Weight,F,33,61.0
19.0,104.9,100.0,5.0,4.0,127.9,Normal Weight,F,30,105.0
23.0,104.5,108.0,6.0,1.0,194.0,Overweight,M,38,158.0
3.0,101.3,87.0,5.0,7.0,149.9,Normal Weight,F,63,14.0
17.0,104.7,94.0,6.0,4.0,205.0,Obese,M,28,74.0
4.0,102.0,83.0,6.0,1.0,191.8,Overweight,M,30,11.0
14.0,104.5,104.0,5.0,7.0,152.1,Normal Weight,F,55,88.0
15.0,104.9,96.0,6.0,1.0,198.4,Overweight,M,25,67.0
2.0,101.1,89.0,6.0,3.0,205.0,Overweight,M,22,7.0
27.0,105.4,101.0,6.0,2.0,198.4,Overweight,M,39,159.0
26.0,105.3,115.0,5.0,2.0,134.5,Normal Weight,F,31,185.0
18.0,104.4,97.0,5.0,9.0,154.3,Normal Weight,F,73,105.0
18.0,104.4,103.0,5.0,2.0,125.7,Normal Weight,F,20,103.0
7.0,102.7,93.0,5.0,12.0,189.6,Overweight,M,40,32.0
4.0,102.4,88.0,6.0,3.0,213.8,Overweight,M,49,18.0
26.0,105.8,104.0,5.0,9.0,158.7,Normal Weight,M,22,133.0
2.0,100.4,80.0,6.0,4.0,222.7,Overweight,M,46,7.0
19.0,104.5,99.0,5.0,6.0,143.3,Normal Weight,F,31,102.0
22.0,104.5,98.0,4.0,9.0,108.0,Normal Weight,F,29,120.0
30.0,105.6,100.0,6.0,3.0,205.0,Overweight,M,24,152.0
16.0,104.2,96.0,5.0,1.0,143.3,Overweight,M,34,70.0
11.0,103.5,91.0,5.0,9.0,172.0,Overweight,M,22,36.0
22.0,105.1,108.0,6.0,6.0,211.6,Normal Weight,M,66,184.0
8.0,102.7,75.0,5.0,11.0,194.0,Overweight,M,73,28.0
6.0,102.2,92.0,5.0,5.0,134.5,Normal Weight,F,29,28.0
19.0,104.9,96.0,4.0,9.0,103.6,Normal Weight,F,69,113.0
18.0,104.9,107.0,5.0,9.0,158.7,Normal Weight,F,58,119.0
19.0,104.7,92.0,5.0,3.0,138.9,Obese,F,35,90.0
28.0,105.6,110.0,6.0,0.0,185.2,Normal Weight,M,37,196.0
18.0,104.2,92.0,6.0,1.0,191.8,Overweight,M,63,101.0
15.0,104.7,99.0,5.0,5.0,156.5,Overweight,F,36,81.0
27.0,104.5,95.0,5.0,9.0,165.3,Normal Weight,M,32,117.0
7.0,103.1,83.0,6.0,3.0,213.8,Overweight,M,40,24.0
5.0,102.4,81.0,5.0,5.0,147.7,Obese,F,70,21.0
18.0,104.5,94.0,5.0,7.0,154.3,Normal Weight,F,46,90.0
4.0,102.0,80.0,5.0,6.0,125.7,Normal Weight,F,20,13.0
4.0,102.2,85.0,6.0,2.0,194.0,Normal Weight,M,44,15.0
4.0,102.4,86.0,5.0,9.0,158.7,Normal Weight,M,31,11.0
9.0,102.7,97.0,6.0,5.0,218.3,Overweight,M,25,43.0
10.0,103.5,93.0,6.0,1.0,200.6,Overweight,M,32,44.0
18.0,105.3,97.0,6.0,6.0,222.7,Overweight,M,73,129.0
16.0,104.7,89.0,5.0,6.0,143.3,Normal Weight,F,26,67.0
7.0,102.6,87.0,6.0,2.0,194.0,Normal Weight,M,46,28.0
29.0,105.4,116.0,6.0,3.0,216.1,Overweight,M,47,252.0
24.0,104.4,104.0,6.0,0.0,194.0,Overweight,M,22,131.0
22.0,104.9,105.0,5.0,7.0,149.9,Normal Weight,F,24,128.0
2.0,99.7,76.0,5.0,3.0,130.1,Normal Weight,F,36,6.0
9.0,103.3,97.0,4.0,11.0,112.4,Normal Weight,F,53,52.0
7.0,102.7,87.0,5.0,10.0,158.7,Normal Weight,F,20,27.0
9.0,103.6,93.0,6.0,1.0,196.2,Overweight,M,32,39.0
10.0,103.8,92.0,6.0,1.0,196.2,Overweight,M,42,47.0
13.0,104.7,96.0,6.0,2.0,216.1,Overweight,M,59,81.0
2.0,101.1,79.0,5.0,3.0,116.8,Normal Weight,F,38,7.0
11.0,104.2,86.0,5.0,7.0,160.9,Overweight,M,49,41.0
5.0,102.0,87.0,5.0,9.0,149.9,Normal Weight,F,40,21.0
28.0,105.6,106.0,5.0,7.0,143.3,Normal Weight,F,24,168.0
17.0,104.7,95.0,6.0,2.0,187.4,Normal Weight,M,25,71.0
14.0,104.4,85.0,6.0,0.0,194.0,Overweight,M,49,55.0
25.0,105.1,111.0,5.0,6.0,145.5,Normal Weight,F,69,183.0
19.0,104.9,108.0,5.0,1.0,121.3,Normal Weight,F,21,119.0
13.0,103.6,83.0,5.0,3.0,145.5,Overweight,M,28,28.0
22.0,104.7,109.0,5.0,9.0,167.6,Normal Weight,M,29,139.0
4.0,101.7,84.0,6.0,1.0,194.0,Overweight,M,23,10.0
9.0,103.3,84.0,5.0,7.0,141.1,Normal Weight,F,36,35.0
6.0,103.1,84.0,5.0,6.0,138.9,Normal Weight,F,45,24.0
20.0,105.1,94.0,5.0,5.0,141.1,Normal Weight,F,42,101.0
25.0,104.4,105.0,5.0,3.0,136.7,Normal Weight,F,21,147.0
22.0,104.4,97.0,6.0,7.0,229.3,Overweight,M,27,110.0
4.0,102.6,75.0,5.0,7.0,136.7,Normal Weight,F,32,11.0
22.0,104.9,107.0,5.0,3.0,127.9,Normal Weight,F,60,150.0
24.0,105.1,107.0,5.0,7.0,156.5,Normal Weight,F,67,163.0
23.0,105.4,101.0,5.0,11.0,178.6,Normal Weight,M,25,115.0
20.0,105.1,105.0,5.0,5.0,134.5,Normal Weight,F,33,122.0
23.0,104.9,105.0,5.0,5.0,143.3,Normal Weight,F,28,137.0
8.0,103.1,82.0,6.0,3.0,218.3,Overweight,M,71,38.0
26.0,106.3,102.0,6.0,4.0,200.6,Normal Weight,M,61,185.0
16.0,104.4,98.0,6.0,2.0,180.8,Normal Weight,M,28,76.0
20.0,105.6,98.0,6.0,2.0,205.0,Overweight,M,27,98.0
9.0,103.8,75.0,6.0,2.0,187.4,Normal Weight,M,24,10.0
14.0,104.4,97.0,5.0,3.0,127.9,Normal Weight,F,65,82.0
12.0,104.4,96.0,5.0,8.0,149.9,Normal Weight,F,76,70.0
28.0,105.4,103.0,5.0,2.0,125.7,Normal Weight,F,63,181.0
21.0,105.6,93.0,5.0,7.0,147.7,Normal Weight,F,49,105.0
28.0,104.7,108.0,5.0,9.0,149.9,Normal Weight,F,24,172.0
12.0,103.8,86.0,6.0,9.0,229.3,Normal Weight,M,24,38.0
13.0,104.0,91.0,5.0,7.0,138.9,Normal Weight,F,29,58.0
20.0,105.1,100.0,5.0,5.0,156.5,Overweight,M,66,133.0
12.0,104.4,88.0,5.0,5.0,134.5,Normal Weight,F,26,50.0
19.0,105.1,105.0,5.0,7.0,149.9,Normal Weight,F,31,113.0
22.0,105.3,97.0,5.0,1.0,114.6,Normal Weight,F,30,117.0
27.0,105.4,110.0,5.0,9.0,180.8,Overweight,M,66,226.0
11.0,103.5,97.0,5.0,10.0,167.6,Normal Weight,M,20,45.0
18.0,104.5,98.0,4.0,9.0,99.2,Normal Weight,F,50,106.0
6.0,102.7,93.0,4.0,12.0,112.4,Normal Weight,F,26,29.0
23.0,105.4,102.0,5.0,4.0,136.7,Normal Weight,F,74,149.0
18.0,105.1,97.0,5.0,3.0,132.3,Normal Weight,F,23,91.0
23.0,104.5,94.0,5.0,2.0,127.9,Normal Weight,F,38,116.0
21.0,104.9,103.0,6.0,3.0,224.9,Overweight,M,67,164.0
12.0,103.8,96.0,4.0,12.0,123.5,Normal Weight,F,20,60.0
23.0,105.3,99.0,6.0,2.0,207.2,Overweight,M,34,125.0
27.0,104.9,112.0,6.0,4.0,205.0,Overweight,M,27,190.0
8.0,103.1,95.0,5.0,3.0,132.3,Normal Weight,F,33,40.0
4.0,101.5,84.0,5.0,9.0,158.7,Normal Weight,F,40,15.0
5.0,102.4,82.0,5.0,6.0,158.7,Overweight,M,38,13.0
27.0,105.1,110.0,6.0,2.0,200.6,Overweight,M,37,194.0
26.0,105.6,93.0,5.0,1.0,119.0,Normal Weight,F,21,122.0
17.0,104.5,95.0,6.0,0.0,189.6,Overweight,M,35,80.0
21.0,105.1,110.0,6.0,1.0,189.6,Normal Weight,M,65,177.0
2.0,100.6,80.0,6.0,2.0,191.8,Normal Weight,M,54,7.0
7.0,103.1,84.0,6.0,2.0,205.0,Overweight,M,38,23.0
24.0,105.6,103.0,4.0,10.0,116.8,Normal Weight,F,32,143.0
23.0,104.9,108.0,6.0,4.0,211.6,Overweight,M,58,184.0
17.0,105.1,97.0,6.0,0.0,191.8,Overweight,M,60,106.0
13.0,103.8,101.0,6.0,9.0,231.5,Normal Weight,M,77,105.0
5.0,102.0,84.0,5.0,4.0,141.1,Normal Weight,F,57,21.0
18.0,105.1,96.0,6.0,8.0,216.1,Normal Weight,M,47,102.0
24.0,105.3,96.0,4.0,10.0,110.2,Normal Weight,F,27,124.0
18.0,104.0,104.0,5.0,3.0,123.5,Normal Weight,F,26,107.0
17.0,104.2,97.0,5.0,10.0,178.6,Overweight,M,21,72.0
30.0,105.6,100.0,5.0,2.0,127.9,Normal Weight,F,24,163.0
11.0,102.7,90.0,6.0,4.0,211.6,Overweight,M,60,59.0
3.0,101.3,79.0,6.0,3.0,194.0,Normal Weight,M,26,6.0
6.0,102.7,87.0,5.0,10.0,180.8,Overweight,M,44,23.0
7.0,102.0,82.0,5.0,8.0,149.9,Normal Weight,F,26,24.0
8.0,103.3,88.0,5.0,7.0,152.1,Normal Weight,F,36,34.0
20.0,104.9,96.0,4.0,11.0,132.3,Overweight,F,53,110.0
1.0,100.2,80.0,6.0,1.0,176.4,Normal Weight,M,27,2.0
1.0,100.0,76.0,6.0,0.0,185.2,Normal Weight,M,20,1.0
30.0,105.4,107.0,6.0,6.0,224.9,Overweight,M,31,200.0
24.0,105.8,97.0,6.0,1.0,189.6,Normal Weight,M,23,106.0
4.0,102.4,78.0,6.0,4.0,218.3,Overweight,M,65,15.0
22.0,104.9,98.0,6.0,4.0,218.3,Overweight,M,41,126.0
16.0,104.7,99.0,5.0,5.0,134.5,Normal Weight,F,51,92.0
6.0,102.6,83.0,5.0,5.0,143.3,Normal Weight,F,44,23.0
22.0,105.6,109.0,5.0,9.0,163.1,Normal Weight,F,68,153.0
14.0,104.4,93.0,5.0,7.0,132.3,Normal Weight,F,46,71.0
23.0,105.3,108.0,5.0,12.0,200.6,Overweight,M,39,160.0
26.0,104.7,112.0,6.0,9.0,251.3,Overweight,M,55,230.0
26.0,105.3,104.0,6.0,2.0,191.8,Normal Weight,M,26,147.0
13.0,103.5,82.0,4.0,8.0,105.8,Normal Weight,F,29,49.0
22.0,105.6,92.0,5.0,5.0,154.3,Overweight,F,51,108.0
28.0,104.9,111.0,5.0,4.0,141.1,Normal Weight,M,22,168.0
14.0,104.2,103.0,6.0,2.0,176.4,Normal Weight,M,21,71.0
9.0,103.3,89.0,5.0,3.0,134.5,Normal Weight,F,35,40.0
29.0,105.6,108.0,5.0,5.0,145.5,Normal Weight,F,71,204.0
24.0,105.3,108.0,6.0,4.0,202.8,Obese,M,67,200.0
20.0,104.9,96.0,5.0,10.0,172.0,Normal Weight,F,23,94.0
3.0,100.9,82.0,6.0,3.0,222.7,Overweight,M,60,13.0
14.0,104.7,95.0,4.0,8.0,99.2,Normal Weight,F,30,73.0
22.0,105.4,101.0,6.0,0.0,189.6,Overweight,M,61,151.0
4.0,102.2,81.0,6.0,1.0,194.0,Overweight,M,46,13.0
25.0,105.3,107.0,5.0,7.0,152.1,Normal Weight,F,56,165.0
9.0,104.0,84.0,5.0,4.0,125.7,Normal Weight,F,25,34.0
1.0,100.4,86.0,5.0,5.0,134.5,Normal Weight,F,40,4.0
15.0,104.7,90.0,6.0,4.0,194.0,Normal Weight,M,21,50.0
25.0,105.3,100.0,6.0,2.0,187.4,Normal Weight,M,28,127.0
17.0,104.4,101.0,5.0,7.0,167.6,Overweight,M,47,101.0
10.0,103.1,81.0,4.0,11.0,123.5,Normal Weight,F,40,37.0
27.0,105.4,107.0,5.0,12.0,200.6,Overweight,M,77,233.0
18.0,104.5,101.0,6.0,3.0,194.0,Normal Weight,M,40,106.0
10.0,103.5,84.0,6.0,3.0,207.2,Overweight,M,45,37.0
20.0,104.5,105.0,5.0,5.0,143.3,Normal Weight,F,77,136.0
19.0,104.5,100.0,6.0,7.0,231.5,Overweight,M,68,142.0
1.0,100.4,85.0,5.0,9.0,165.3,Normal Weight,F,33,4.0
26.0,105.8,110.0,5.0,10.0,178.6,Overweight,M,32,174.0
19.0,104.2,96.0,5.0,10.0,167.6,Normal Weight,M,45,97.0
10.0,103.3,89.0,6.0,4.0,196.2,Normal Weight,M,20,31.0
2.0,100.6,90.0,5.0,7.0,160.9,Overweight,M,35,7.0
10.0,104.4,94.0,6.0,8.0,227.1,Overweight,M,40,52.0
2.0,100.9,78.0,5.0,4.0,152.1,Overweight,M,20,2.0
12.0,104.0,98.0,6.0,4.0,224.9,Overweight,M,72,87.0
25.0,104.7,104.0,5.0,7.0,145.5,Normal Weight,F,20,142.0
9.0,102.9,95.0,5.0,9.0,149.9,Normal Weight,F,54,48.0
12.0,103.3,95.0,5.0,1.0,112.4,Normal Weight,F,29,61.0
23.0,105.1,105.0,5.0,0.0,123.5,Normal Weight,F,59,152.0
18.0,105.3,96.0,5.0,1.0,132.3,Normal Weight,F,78,107.0
15.0,104.7,93.0,5.0,6.0,147.7,Normal Weight,F,39,73.0
19.0,105.6,100.0,5.0,10.0,169.8,Normal Weight,M,30,95.0
19.0,104.5,91.0,6.0,2.0,207.2,Overweight,M,63,107.0
23.0,105.3,110.0,5.0,3.0,134.5,Normal Weight,F,55,161.0
11.0,104.0,77.0,5.0,5.0,143.3,Normal Weight,F,29,33.0
16.0,104.5,103.0,5.0,11.0,180.8,Overweight,M,28,88.0
24.0,105.3,105.0,5.0,12.0,191.8,Overweight,M,72,192.0
6.0,102.9,91.0,4.0,9.0,108.0,Normal Weight,F,56,31.0
28.0,105.4,102.0,5.0,9.0,176.4,Overweight,M,44,170.0
17.0,104.7,96.0,5.0,5.0,134.5,Normal Weight,F,54,94.0
24.0,104.5,108.0,6.0,3.0,198.4,Normal Weight,M,35,162.0
29.0,105.1,110.0,5.0,3.0,136.7,Normal Weight,F,48,199.0
19.0,104.5,100.0,5.0,12.0,180.8,Normal Weight,F,27,98.0
4.0,101.8,76.0,5.0,10.0,174.2,Normal Weight,M,24,5.0
16.0,104.2,94.0,5.0,7.0,158.7,Obese,M,46,76.0
3.0,102.4,82.0,5.0,5.0,134.5,Normal Weight,F,30,11.0
26.0,105.6,102.0,5.0,1.0,121.3,Normal Weight,F,29,150.0
22.0,105.4,102.0,5.0,9.0,178.6,Overweight,M,73,165.0
16.0,104.5,96.0,5.0,10.0,172.0,Normal Weight,F,43,81.0
10.0,103.6,94.0,6.0,0.0,187.4,Overweight,F,43,48.0
15.0,103.5,96.0,5.0,3.0,123.5,Normal Weight,F,40,80.0
16.0,104.5,102.0,6.0,4.0,198.4,Normal Weight,M,45,101.0
15.0,104.7,94.0,6.0,2.0,196.2,Obese,M,43,75.0
24.0,105.1,98.0,5.0,11.0,160.9,Normal Weight,F,37,126.0
8.0,103.6,90.0,5.0,5.0,141.1,Normal Weight,F,38,36.0
17.0,104.7,102.0,4.0,11.0,110.2,Normal Weight,F,45,104.0
20.0,104.5,103.0,5.0,10.0,160.9,Normal Weight,F,52,121.0
30.0,105.8,109.0,6.0,5.0,222.7,Overweight,M,64,256.0
27.0,105.3,103.0,6.0,2.0,213.8,Overweight,M,25,153.0
19.0,104.9,102.0,5.0,1.0,127.9,Normal Weight,F,69,123.0
11.0,104.2,86.0,5.0,7.0,154.3,Normal Weight,F,28,42.0
13.0,104.2,95.0,5.0,3.0,132.3,Normal Weight,F,41,67.0
20.0,104.9,97.0,5.0,11.0,174.2,Normal Weight,F,40,102.0
27.0,105.6,98.0,5.0,9.0,160.9,Normal Weight,M,29,124.0
25.0,105.3,106.0,6.0,5.0,220.5,Overweight,M,54,189.0
27.0,105.6,113.0,5.0,2.0,121.3,Normal Weight,F,42,194.0
23.0,105.4,98.0,6.0,1.0,183.0,Normal Weight,M,33,115.0
29.0,104.9,107.0,5.0,5.0,134.5,Normal Weight,F,33,183.0
25.0,105.3,112.0,6.0,1.0,178.6,Normal Weight,M,21,162.0
17.0,104.7,93.0,4.0,11.0,116.8,Normal Weight,F,48,88.0
17.0,104.9,94.0,6.0,1.0,187.4,Normal Weight,M,49,88.0
21.0,104.7,103.0,5.0,7.0,149.9,Normal Weight,M,22,103.0
14.0,104.4,104.0,5.0,6.0,169.8,Overweight,M,36,83.0
20.0,104.7,103.0,5.0,9.0,174.2,Overweight,M,26,106.0
21.0,104.9,99.0,5.0,7.0,152.1,Normal Weight,F,35,113.0
17.0,104.5,94.0,5.0,11.0,174.2,Normal Weight,M,44,82.0
2.0,100.9,82.0,5.0,0.0,110.2,Normal Weight,F,21,7.0
19.0,104.9,92.0,6.0,4.0,202.8,Normal Weight,M,36,84.0
21.0,104.7,104.0,5.0,9.0,158.7,Normal Weight,F,65,134.0
22.0,105.4,101.0,6.0,0.0,194.0,Overweight,M,59,150.0
